"id","barcode","description","final_price","item_price","needs_fetch_review","partner_item_id","prevent_target_gap_points","quantity_purchased","user_flagged_barcode","user_flagged_new_item","user_flagged_price","user_flagged_quantity","needs_fetch_review_reason","points_not_awarded_reason","points_payer_id","rewards_group","rewards_product_partner_id","user_flagged_description","original_meta_brite_barcode","original_meta_brite_description","brand_code","competitor_rewards_group","discounted_item_price","original_receipt_item_text","item_number","original_meta_brite_quantity_purchased","points_earned","target_price","competitive_product","original_final_price","original_meta_brite_item_price","deleted","price_after_coupon","metabrite_campaign_id"
"5ff5d1d00a7214ada10005f2","043000023440","Kool-Aid: Soft Drink Mix Singles Grape Unsweetened, 6.6 Oz (Innerpack of 12)","10","10",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,"559c2234e4b06aca36af13c6","KOOL-AID POWDERED DRINK MIX","559c2234e4b06aca36af13c6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"50.0","800",NA,NA,NA,NA,NA,NA
"5ff5d1d60a7214ada10005f5","029000016187","PLANTERS Nut Select Cashews Almonds Pecans, 8.25 Ounce","10","10",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,"559c2234e4b06aca36af13c6","PLANTERS MIXED NUTS","559c2234e4b06aca36af13c6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"50.0","800",NA,NA,NA,NA,NA,NA
"5ff5d1940a7214ada10005e9","022174070214","CJN INJ & LSN GLD GRLN KIT BOX 1 CT","1","1",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"559c2234e4b06aca36af13c6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff5d2030a720f05230005df","021000001361","PHILADELPHIA Snack BAR Strawberry CheeseC 1 CT 002100000136","9.99","9.99",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"559c2234e4b06aca36af13c6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff5d1a10a7214ada10005ee","029000020344","P3 Peanuts Beef Jerky Sunflower Kernels Portable Protein Pack - 5.4oz - 3ct","1","1",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,"559c2234e4b06aca36af13c6","OSCAR MAYER P3","559c2234e4b06aca36af13c6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.0","800",NA,NA,NA,NA,NA,NA
"5ff5d19c0a7214ada10005eb","043000009604","COOL WHIP Original Whipped Topping 16 oz","1","1",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"559c2234e4b06aca36af13c6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff5d1cb0a7214ada10005f0","021000024834",NA,"9.99","9.99",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,NA,"SARGENTO SLICED NATURAL CHEESE 8OZ OR LARGER","5e7cf838f221c312e698a628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA
"5ff5d1cb0a7214ada10005f0","021000024834",NA,"9.99","9.99",NA,"2",NA,1,NA,NA,NA,NA,NA,NA,NA,"SARGENTO SLICED NATURAL CHEESE 8OZ OR LARGER","5e7cf838f221c312e698a628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA
"5ff5d1cb0a7214ada10005f0","021000024834",NA,"9.99","9.99",NA,"3",NA,1,NA,NA,NA,NA,NA,NA,NA,"SARGENTO SLICED NATURAL CHEESE 8OZ OR LARGER","5e7cf838f221c312e698a628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA
"5ff5d1cb0a7214ada10005f0","021000024834",NA,"9.99","9.99",NA,"4",NA,1,NA,NA,NA,NA,NA,NA,NA,"SARGENTO SLICED NATURAL CHEESE 8OZ OR LARGER","5e7cf838f221c312e698a628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA
"5ff5d1cb0a7214ada10005f0","021000024834",NA,"9.99","9.99",NA,"5",NA,1,NA,NA,NA,NA,NA,NA,NA,"SARGENTO SLICED NATURAL CHEESE 8OZ OR LARGER","5e7cf838f221c312e698a628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA
"5ff5d20b0a720f05230005e2","071159020195","CORN NUTS Ranch - 1.7 oz. bag, 216 per case","9.99","9.99",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"559c2234e4b06aca36af13c6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff73be50a720f0523000608","4011","ITEM NOT FOUND","29.00","29.00",FALSE,"1",TRUE,6,"4011",TRUE,"28.00",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff7946f0a720f052300063c","4011","ITEM NOT FOUND","23.00","23.00",FALSE,"1",TRUE,3,"4011",TRUE,"23.00",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff726910a720f05230005f1","4011","ITEM NOT FOUND","25.00","25.00",FALSE,"1",TRUE,4,"4011",TRUE,"25.00",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff774200a7214ada1000638",NA,"12 CLASSIC COMBO J","3.09","3.09",NA,"1010",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WINGSTOP",NA,"3.09","12 CLASSIC COMBO J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff774200a7214ada1000638",NA,"10 CLASSIC COMBO J","3.09","3.09",NA,"1011",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WINGSTOP",NA,"3.09","10 CLASSIC COMBO J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff74fd10a720f0523000619","043000204399","Jell-O Instant Pudding & Pie Filling French Vanilla, 3.4 Oz","1","1",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"559c2234e4b06aca36af13c6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff73bdb0a720f0523000605","021908236865","Goodbelly Probiotic Bar Honey Almond Butter Bar - 1 Count","10.00","10.00",NA,"0",NA,1,NA,NA,NA,NA,NA,"Action not allowed for user and CPG","5332f5f3e4b03c9a25efd0ae","GOODBELLY BARS","5332f5f3e4b03c9a25efd0ae",NA,NA,NA,"BRAND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff794940a720f0523000640","4011","ITEM NOT FOUND","23.00","23.00",FALSE,"1",TRUE,3,"4011",TRUE,"23.00",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff794020a720f0523000635","4011","ITEM NOT FOUND","1","1",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff73beb0a7214ada100061c","4011","ITEM NOT FOUND","22.00","22.00",FALSE,"1",TRUE,4,"4011",TRUE,"22.00",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff794bf0a7214ada1000650","4011","ITEM NOT FOUND","1","1",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff74faf0a720f0523000613","043000060544","TASSIMO GEVALIA Bold Majestic Roast Coffee, 12 Count T-Discs","4.55","4.55",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,"559c2234e4b06aca36af13c6","TASSIMO COFFEE DISCS","559c2234e4b06aca36af13c6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22.8","800",NA,NA,NA,NA,NA,NA
"5ff74faf0a720f0523000613","043000060544","TASSIMO GEVALIA Bold Majestic Roast Coffee, 12 Count T-Discs","4.55","4.55",NA,"2",NA,1,NA,NA,NA,NA,NA,NA,"559c2234e4b06aca36af13c6","TASSIMO COFFEE DISCS","559c2234e4b06aca36af13c6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22.8","800",NA,NA,NA,NA,NA,NA
"5ff74faf0a720f0523000613","043000060544","TASSIMO GEVALIA Bold Majestic Roast Coffee, 12 Count T-Discs","4.55","4.55",NA,"3",NA,1,NA,NA,NA,NA,NA,NA,"559c2234e4b06aca36af13c6","TASSIMO COFFEE DISCS","559c2234e4b06aca36af13c6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22.8","800",NA,NA,NA,NA,NA,NA
"5ff74faf0a720f0523000613","043000060544","TASSIMO GEVALIA Bold Majestic Roast Coffee, 12 Count T-Discs","4.55","4.55",NA,"4",NA,1,NA,NA,NA,NA,NA,NA,"559c2234e4b06aca36af13c6","TASSIMO COFFEE DISCS","559c2234e4b06aca36af13c6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22.8","800",NA,NA,NA,NA,NA,NA
"5ff7945a0a7214ada1000646","4011","ITEM NOT FOUND","27.00","27.00",FALSE,"1",TRUE,4,"4011",TRUE,"27.00",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff74ffe0a720f0523000621","021000034574",NA,"9.99","9.99",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,NA,"SARGENTO RICOTTA CHEESE","5e7cf838f221c312e698a628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA
"5ff74ffe0a720f0523000621","021000034574",NA,"9.99","9.99",NA,"2",NA,1,NA,NA,NA,NA,NA,NA,NA,"SARGENTO RICOTTA CHEESE","5e7cf838f221c312e698a628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA
"5ff74ffe0a720f0523000621","021000034574",NA,"9.99","9.99",NA,"3",NA,1,NA,NA,NA,NA,NA,NA,NA,"SARGENTO RICOTTA CHEESE","5e7cf838f221c312e698a628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA
"5ff74ffe0a720f0523000621","021000034574",NA,"9.99","9.99",NA,"4",NA,1,NA,NA,NA,NA,NA,NA,NA,"SARGENTO RICOTTA CHEESE","5e7cf838f221c312e698a628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA
"5ff74ffe0a720f0523000621","021000034574",NA,"9.99","9.99",NA,"5",NA,1,NA,NA,NA,NA,NA,NA,NA,"SARGENTO RICOTTA CHEESE","5e7cf838f221c312e698a628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA
"5ff726790a7214ada1000602","4011","ITEM NOT FOUND","1","1",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff726790a7214ada1000602","1234",NA,NA,NA,TRUE,"2",TRUE,NA,"1234",TRUE,NA,NA,"USER_FLAGGED",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff750050a7214ada1000633","043000057162","MIO Liquid Water Enhancer 3-1.62 FL OZ Bottles (Lemonade, Berry Pomegranate, Strawberry Watermelon)","10","10",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,"559c2234e4b06aca36af13c6","MIO LIQUID WATER ENHANCER","559c2234e4b06aca36af13c6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"50.0","800",NA,NA,NA,NA,NA,NA
"5ff74ffb0a720f0523000620","044700096284","OSCAR MAYER Natural Applewood Smoked Uncured Ham 8 oz","1","1",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,"559c2234e4b06aca36af13c6","OSCAR MAYER LUNCH MEAT","559c2234e4b06aca36af13c6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.0","800",NA,NA,NA,NA,NA,NA
"5ff74ff50a720f052300061e","686924155783","ITEM NOT FOUND","1","1",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff794640a720f052300063b","4011","ITEM NOT FOUND","21.00","21.00",FALSE,"1",TRUE,2,"4011",TRUE,"21.00",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff726810a720f05230005ea","4011","ITEM NOT FOUND","1","1",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff726810a720f05230005ea","1234",NA,"2.56","2.56",TRUE,"2",TRUE,3,"1234",TRUE,"2.56",3,"USER_FLAGGED",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff73be10a7214ada1000619","034100573065","MILLER LITE 24 PACK 12OZ CAN","29","29",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,"5332f709e4b03c9a25efd0f1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"870.0","77",NA,NA,NA,NA,NA,NA
"5ff73be10a7214ada1000619","034100573065","MILLER LITE 24 PACK 12OZ CAN","29","29",NA,"2",NA,1,NA,NA,NA,NA,NA,NA,"5332f709e4b03c9a25efd0f1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"870.0","77",NA,NA,NA,NA,NA,NA
"5ff73be10a7214ada1000619","034100573065","MILLER LITE 24 PACK 12OZ CAN","29","29",NA,"3",NA,1,NA,NA,NA,NA,NA,NA,"5332f709e4b03c9a25efd0f1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"870.0","77",NA,NA,NA,NA,NA,NA
"5ff73be10a7214ada1000619","034100573065","MILLER LITE 24 PACK 12OZ CAN","29","29",NA,"4",NA,1,NA,NA,NA,NA,NA,NA,"5332f709e4b03c9a25efd0f1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"870.0","77",NA,NA,NA,NA,NA,NA
"5ff73be10a7214ada1000619","034100573065","MILLER LITE 24 PACK 12OZ CAN","29","29",NA,"5",NA,1,NA,NA,NA,NA,NA,NA,"5332f709e4b03c9a25efd0f1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"870.0","77",NA,NA,NA,NA,NA,NA
"5ff73be10a7214ada1000619","034100573065","MILLER LITE 24 PACK 12OZ CAN","29","29",NA,"6",NA,1,NA,NA,NA,NA,NA,NA,"5332f709e4b03c9a25efd0f1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"870.0","77",NA,NA,NA,NA,NA,NA
"5ff73be10a7214ada1000619","034100573065","MILLER LITE 24 PACK 12OZ CAN","29","29",NA,"7",NA,1,NA,NA,NA,NA,NA,NA,"5332f709e4b03c9a25efd0f1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"870.0","77",NA,NA,NA,NA,NA,NA
"5ff73be10a7214ada1000619","034100573065","MILLER LITE 24 PACK 12OZ CAN","29","29",NA,"8",NA,1,NA,NA,NA,NA,NA,NA,"5332f709e4b03c9a25efd0f1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"870.0","77",NA,NA,NA,NA,NA,NA
"5ff73be10a7214ada1000619","034100573065","MILLER LITE 24 PACK 12OZ CAN","29","29",NA,"9",NA,1,NA,NA,NA,NA,NA,NA,"5332f709e4b03c9a25efd0f1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"870.0","77",NA,NA,NA,NA,NA,NA
"5ff73be10a7214ada1000619","034100573065","MILLER LITE 24 PACK 12OZ CAN","29","29",NA,"10",NA,1,NA,NA,NA,NA,NA,NA,"5332f709e4b03c9a25efd0f1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"870.0","77",NA,NA,NA,NA,NA,NA
"5ff73bae0a720f0523000600","4011","ITEM NOT FOUND","1","1",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff73bae0a720f0523000600","1234",NA,NA,NA,TRUE,"2",TRUE,NA,"1234",TRUE,NA,NA,"USER_FLAGGED",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff73be90a720f052300060a",NA,NA,NA,NA,TRUE,"1",TRUE,NA,"4011",TRUE,"27.00",2,"USER_FLAGGED",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff73be90a720f052300060a",NA,NA,NA,NA,TRUE,"2",TRUE,NA,"034100573065",TRUE,"23.00",2,"USER_FLAGGED",NA,NA,NA,NA,"MILLER LITE 24 PACK 12OZ CAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff7265a0a7214ada10005fb","079400066619","SUAVE PROFESSIONALS MOISTURIZING SHAMPOO LIQUID PLASTIC BOTTLE RP 12.6 OZ - 0079400066612","1","1",FALSE,"1",TRUE,1,"079400066619",NA,NA,NA,NA,NA,"5332f5f6e4b03c9a25efd0b4","SUAVE HAIR CARE","5332f5f6e4b03c9a25efd0b4",NA,"080878042197",NA,NA,NA,NA,NA,NA,NA,"10.0","800",TRUE,NA,NA,NA,NA,NA
"5ff7942e0a720f0523000637","4011","ITEM NOT FOUND","1","1",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff7942e0a720f0523000637","1234",NA,NA,NA,TRUE,"2",TRUE,NA,"1234",TRUE,NA,NA,"USER_FLAGGED",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff794600a7214ada1000647",NA,NA,NA,NA,TRUE,"1",TRUE,NA,"4011",TRUE,"29.00",3,"USER_FLAGGED",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff794600a7214ada1000647",NA,NA,NA,NA,TRUE,"2",TRUE,NA,"034100573065",TRUE,"21.00",4,"USER_FLAGGED",NA,NA,NA,NA,"MILLER LITE 24 PACK 12OZ CAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff726a40a720f05230005fa","075925306254",NA,"1","1",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,NA,"SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER","5e7cf838f221c312e698a628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA
"5ff726a40a720f05230005fa","075925306254",NA,"10.00","10.00",TRUE,"2",TRUE,2,"075925306254",TRUE,"10.00",2,"USER_FLAGGED",NA,NA,"SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER","5e7cf838f221c312e698a628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA
"5ff726a40a720f05230005fa","034100573065","MILLER LITE 24 PACK 12OZ CAN","1.00","1.00",TRUE,"3",TRUE,1,"034100573065",TRUE,"1.00",1,"USER_FLAGGED",NA,"5332f709e4b03c9a25efd0f1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1","MILLER LITE 24 PACK 12OZ CAN",NA,NA,NA,NA,NA,NA,NA,NA,"30.0",NA,NA,NA,NA,NA,NA,NA
"5ff726a40a720f05230005fa","034100573065","MILLER LITE 24 PACK 12OZ CAN","1.00","1.00",TRUE,"4",TRUE,1,"034100573065",TRUE,"1.00",1,"USER_FLAGGED",NA,"5332f709e4b03c9a25efd0f1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1","MILLER LITE 24 PACK 12OZ CAN",NA,NA,NA,NA,NA,NA,NA,NA,"30.0",NA,NA,NA,NA,NA,NA,NA
"5ff726a40a720f05230005fa",NA,NA,NA,NA,TRUE,"5",TRUE,NA,"034100573065",TRUE,"1.00",1,"USER_FLAGGED",NA,NA,NA,NA,"MILLER LITE 24 PACK 12OZ CAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff794130a7214ada1000640","4011","ITEM NOT FOUND","1","1",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff794130a7214ada1000640","1234",NA,NA,NA,TRUE,"2",TRUE,NA,"1234",TRUE,NA,NA,"USER_FLAGGED",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff726640a720f05230005e6","013562300631","Annie's Homegrown Organic White Cheddar Macaroni & Cheese Shells, 6 Oz","50.00","50.00",TRUE,"1",NA,5,NA,NA,NA,NA,"POINTS_GREATER_THAN_THRESHOLD","Action not allowed for user and CPG","5332f5f3e4b03c9a25efd0ae","ANNIE'S HOMEGROWN MULTI-SERVING MAC & CHEESE","5332f5f3e4b03c9a25efd0ae",NA,NA,NA,NA,NA,"50.00",NA,"013562300631",1,NA,NA,NA,NA,NA,NA,NA,NA
"5ff793dd0a720f0523000633","075925306254",NA,"1","1",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,NA,"SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER","5e7cf838f221c312e698a628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA
"5ff793dd0a720f0523000633","075925306254",NA,"10.00","10.00",TRUE,"2",TRUE,2,"075925306254",TRUE,"10.00",2,"USER_FLAGGED",NA,NA,"SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER","5e7cf838f221c312e698a628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA
"5ff793dd0a720f0523000633","034100573065","MILLER LITE 24 PACK 12OZ CAN","1.00","1.00",TRUE,"3",TRUE,1,"034100573065",TRUE,"1.00",1,"USER_FLAGGED",NA,"5332f709e4b03c9a25efd0f1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1","MILLER LITE 24 PACK 12OZ CAN",NA,NA,NA,NA,NA,NA,NA,NA,"30.0",NA,NA,NA,NA,NA,NA,NA
"5ff793dd0a720f0523000633",NA,NA,NA,NA,TRUE,"4",TRUE,NA,"034100573065",TRUE,"1.00",1,"USER_FLAGGED",NA,NA,NA,NA,"MILLER LITE 24 PACK 12OZ CAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff8da4e0a720f05c5000012","4011","ITEM NOT FOUND","3.25","3.25",FALSE,"1",TRUE,1,"4011",NA,NA,NA,NA,"Action not allowed for user and CPG","5332f5fbe4b03c9a25efd0ba","DORITOS SPICY SWEET CHILI SINGLE SERVE","5332f5fbe4b03c9a25efd0ba",NA,"028400642255","DORITOS TORTILLA CHIP SPICY SWEET CHILI REDUCED FAT BAG 1 OZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff873de0a720f0523000648","4011","ITEM NOT FOUND","23.00","23.00",FALSE,"1",TRUE,4,"4011",TRUE,"23.00",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff8740c0a720f0523000659","016000156234","Fiber One Oats & Chocolate Chewy Bar - 2 Count","10.00","10.00",NA,"0",NA,1,NA,NA,NA,NA,NA,"Action not allowed for user and CPG","5332f5f3e4b03c9a25efd0ae","FIBER ONE BARS","5332f5f3e4b03c9a25efd0ae",NA,NA,NA,"BRAND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff8da4c0a720f05c5000011","4011","ITEM NOT FOUND","1","1",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff8da860a720f05c5000022","4011","ITEM NOT FOUND","1","1",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff8da860a720f05c5000022","028400642255","DORITOS TORTILLA CHIP SPICY SWEET CHILI REDUCED FAT BAG 1 OZ","10.00","10.00",TRUE,"2",TRUE,1,"028400642255",TRUE,"10.00",1,"USER_FLAGGED","Action not allowed for user and CPG","5332f5fbe4b03c9a25efd0ba","DORITOS SPICY SWEET CHILI SINGLE SERVE","5332f5fbe4b03c9a25efd0ba","DORITOS TORTILLA CHIP SPICY SWEET CHILI REDUCED FAT BAG 1 OZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff8da7c0a7214adca000020","4011","ITEM NOT FOUND","27.00","27.00",FALSE,"1",TRUE,4,"4011",TRUE,"27.00",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ff8da650a7214adca00001e","075925306254",NA,"1","1",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,NA,"SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER","5e7cf838f221c312e698a628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA
"5ff8da650a7214adca00001e","075925306254",NA,"10.00","10.00",TRUE,"2",TRUE,2,"075925306254",TRUE,"10.00",2,"USER_FLAGGED",NA,NA,"SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER","5e7cf838f221c312e698a628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA
"5ff8da650a7214adca00001e","034100573065","MILLER LITE 24 PACK 12OZ CAN","1.00","1.00",TRUE,"3",TRUE,1,"034100573065",TRUE,"1.00",1,"USER_FLAGGED",NA,"5332f709e4b03c9a25efd0f1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1","MILLER LITE 24 PACK 12OZ CAN",NA,NA,NA,NA,NA,NA,NA,NA,"30.0",NA,NA,NA,NA,NA,NA,NA
